timestamp	player	team	role	selection
8/17/2021 14:55:13	Aspire	TOR	DPS	second_team
8/17/2021 14:56:36	Pelican	ATL	DPS	first_team
8/17/2021 14:56:36	Ga9a	CDH	MT	first_team
8/17/2021 14:56:36	Piggy	HOU	OT	first_team
8/17/2021 14:56:36	Shy	HZS	DPS	first_team
8/17/2021 14:56:36	Kaan	PAR	FS	first_team
8/17/2021 14:56:36	Vestola	PAR	OT	first_team
8/17/2021 14:56:36	Skewed	LAG	MS/FS	second_team
8/17/2021 14:56:36	MuZe	LAG	MT	second_team
8/17/2021 14:56:36	Gwangboong	NYXL	DPS	second_team
8/17/2021 14:56:36	Flora	NYXL	DPS	second_team
8/17/2021 14:56:36	Dridro	PAR	MS	second_team
8/17/2021 14:56:36	Aspire	TOR	DPS	second_team
8/17/2021 14:58:33	Pelican	ATL	DPS	first_team
8/17/2021 14:58:33	Mmonk	CDH	FS	first_team
8/17/2021 14:58:33	Ga9a	CDH	MT	first_team
8/17/2021 14:58:33	Piggy	HOU	OT	first_team
8/17/2021 14:58:33	Shy	HZS	DPS	first_team
8/17/2021 14:58:33	Skewed	LAG	MS/FS	first_team
8/17/2021 15:01:14	Pelican	ATL	DPS	first_team
8/17/2021 15:01:14	Mmonk	CDH	FS	first_team
8/17/2021 15:01:14	Ga9a	CDH	MT	first_team
8/17/2021 15:01:14	Piggy	HOU	OT	first_team
8/17/2021 15:01:14	Shy	HZS	DPS	first_team
8/17/2021 15:01:14	Dridro	PAR	MS	first_team
8/17/2021 15:01:14	JJANGGU	HOU	MT	second_team
8/17/2021 15:01:14	Skewed	LAG	MS/FS	second_team
8/17/2021 15:01:14	Kaan	PAR	FS	second_team
8/17/2021 15:01:14	Vestola	PAR	OT	second_team
8/17/2021 15:01:14	Naga	PAR	DPS	second_team
8/17/2021 15:01:14	Aspire	TOR	DPS	second_team
8/17/2021 15:04:24	Pelican	ATL	DPS	first_team
8/17/2021 15:04:24	Ga9a	CDH	MT	first_team
8/17/2021 15:04:24	Nisha	CDH	MS	first_team
8/17/2021 15:04:24	Shy	HZS	DPS	first_team
8/17/2021 15:04:24	Kaan	PAR	FS	first_team
8/17/2021 15:04:24	Vestola	PAR	OT	first_team
8/17/2021 15:04:24	Mmonk	CDH	FS	second_team
8/17/2021 15:04:24	JJANGGU	HOU	MT	second_team
8/17/2021 15:04:24	Piggy	HOU	OT	second_team
8/17/2021 15:04:24	Flora	NYXL	DPS	second_team
8/17/2021 15:04:24	Dridro	PAR	MS	second_team
8/17/2021 15:04:24	Naga	PAR	DPS	second_team
8/17/2021 15:08:38	Pelican	ATL	DPS	first_team
8/17/2021 15:08:38	Faith	BOS	MS	first_team
8/17/2021 15:08:38	Mmonk	CDH	FS	first_team
8/17/2021 15:08:38	Piggy	HOU	OT	first_team
8/17/2021 15:08:38	Shy	HZS	DPS	first_team
8/17/2021 15:08:38	MuZe	LAG	MT	first_team
8/17/2021 15:08:38	Gaebullssi	BOS	OT	second_team
8/17/2021 15:08:38	Nisha	CDH	MS	second_team
8/17/2021 15:08:38	JJANGGU	HOU	MT	second_team
8/17/2021 15:08:38	Flora	NYXL	DPS	second_team
8/17/2021 15:08:38	Kaan	PAR	FS	second_team
8/17/2021 15:08:38	Assassin	WAS	DPS	second_team
8/17/2021 15:15:30	Pelican	ATL	DPS	first_team
8/17/2021 15:15:30	Faith	BOS	MS	first_team
8/17/2021 15:15:30	Mmonk	CDH	FS	first_team
8/17/2021 15:15:30	Piggy	HOU	OT	first_team
8/17/2021 15:15:30	Shy	HZS	DPS	first_team
8/17/2021 15:15:30	Mag	WAS	MT	first_team
8/17/2021 15:15:30	Gaebullssi	BOS	OT	second_team
8/17/2021 15:15:30	MuZe	LAG	MT	second_team
8/17/2021 15:15:30	Molanran	LAV	DPS	second_team
8/17/2021 15:15:30	Kaan	PAR	FS	second_team
8/17/2021 15:15:30	Dridro	PAR	MS	second_team
8/17/2021 15:15:30	Assassin	WAS	DPS	second_team
8/17/2021 15:16:12	Pelican	ATL	DPS	first_team
8/17/2021 15:16:12	Faith	BOS	MS	first_team
8/17/2021 15:16:12	Ga9a	CDH	MT	first_team
8/17/2021 15:16:12	Piggy	HOU	OT	first_team
8/17/2021 15:16:12	Shy	HZS	DPS	first_team
8/17/2021 15:16:12	Kaan	PAR	FS	first_team
8/17/2021 15:16:12	Mmonk	CDH	FS	second_team
8/17/2021 15:16:12	Nisha	CDH	MS	second_team
8/17/2021 15:16:12	Skewed	LAG	MS/FS	second_team
8/17/2021 15:16:12	Flora	NYXL	DPS	second_team
8/17/2021 15:16:12	Daan	PAR	MT	second_team
8/17/2021 15:16:12	Aspire	TOR	DPS	second_team
8/17/2021 15:19:47	Pelican	ATL	DPS	first_team
8/17/2021 15:19:47	Mmonk	CDH	FS	first_team
8/17/2021 15:19:47	Ga9a	CDH	MT	first_team
8/17/2021 15:19:47	Piggy	HOU	OT	first_team
8/17/2021 15:19:47	Skewed	LAG	MS/FS	first_team
8/17/2021 15:19:47	Flora	NYXL	DPS	first_team
8/17/2021 15:19:47	Faith	BOS	MS	second_team
8/17/2021 15:19:47	Farway1987	CDH	FS	second_team
8/17/2021 15:19:47	ChoiSehwan	GZC	DPS	second_team
8/17/2021 15:19:47	Shy	HZS	DPS	second_team
8/17/2021 15:19:47	MuZe	LAG	MT	second_team
8/17/2021 15:19:47	Vestola	PAR	OT	second_team
8/17/2021 15:21:05	Pelican	ATL	DPS	first_team
8/17/2021 15:21:05	Ga9a	CDH	MT	first_team
8/17/2021 15:21:05	Nisha	CDH	MS	first_team
8/17/2021 15:21:05	Piggy	HOU	OT	first_team
8/17/2021 15:21:05	Shy	HZS	DPS	first_team
8/17/2021 15:21:05	Kaan	PAR	FS	first_team
8/17/2021 15:21:05	Mmonk	CDH	FS	second_team
8/17/2021 15:21:05	JJANGGU	HOU	MT	second_team
8/17/2021 15:21:05	Skewed	LAG	MS/FS	second_team
8/17/2021 15:21:05	Molanran	LAV	DPS	second_team
8/17/2021 15:21:05	Vestola	PAR	OT	second_team
8/17/2021 15:21:05	Aspire	TOR	DPS	second_team
8/17/2021 15:23:06	Pelican	ATL	DPS	first_team
8/17/2021 15:23:06	Ga9a	CDH	MT	first_team
8/17/2021 15:23:06	ChoiSehwan	GZC	DPS	first_team
8/17/2021 15:23:06	Piggy	HOU	OT	first_team
8/17/2021 15:23:06	Shy	HZS	DPS	first_team
8/17/2021 15:23:06	Kaan	PAR	FS	first_team
8/17/2021 15:23:06	Mmonk	CDH	FS	second_team
8/17/2021 15:23:06	Nisha	CDH	MS	second_team
8/17/2021 15:23:06	JJANGGU	HOU	MT	second_team
8/17/2021 15:23:06	Naga	PAR	DPS	second_team
8/17/2021 15:23:06	Aspire	TOR	DPS	second_team
8/17/2021 15:23:06	Mag	WAS	MT	second_team
8/17/2021 15:23:07	Pelican	ATL	DPS	first_team
8/17/2021 15:23:07	Ga9a	CDH	MT	first_team
8/17/2021 15:23:07	Piggy	HOU	OT	first_team
8/17/2021 15:23:07	Shy	HZS	DPS	first_team
8/17/2021 15:23:07	Skewed	LAG	MS/FS	first_team
8/17/2021 15:23:07	Kaan	PAR	FS	first_team
8/17/2021 15:23:07	Valentine	BOS	DPS	second_team
8/17/2021 15:23:07	MuZe	LAG	MT	second_team
8/17/2021 15:23:07	Flora	NYXL	DPS	second_team
8/17/2021 15:23:07	Daan	PAR	MT	second_team
8/17/2021 15:23:07	Naga	PAR	DPS	second_team
8/17/2021 15:23:07	Aspire	TOR	DPS	second_team
8/17/2021 15:24:42	Pelican	ATL	DPS	first_team
8/17/2021 15:24:42	Faith	BOS	MS	first_team
8/17/2021 15:24:42	Mmonk	CDH	FS	first_team
8/17/2021 15:24:42	Ga9a	CDH	MT	first_team
8/17/2021 15:24:42	Piggy	HOU	OT	first_team
8/17/2021 15:24:42	Shy	HZS	DPS	first_team
8/17/2021 15:24:42	Nisha	CDH	MS	second_team
8/17/2021 15:24:42	MuZe	LAG	MT	second_team
8/17/2021 15:24:42	Flora	NYXL	DPS	second_team
8/17/2021 15:24:42	Kaan	PAR	FS	second_team
8/17/2021 15:24:42	Vestola	PAR	OT	second_team
8/17/2021 15:24:42	Na1st	TOR	DPS	second_team
8/17/2021 15:29:29	Pelican	ATL	DPS	first_team
8/17/2021 15:29:29	Faith	BOS	MS	first_team
8/17/2021 15:29:29	JJANGGU	HOU	MT	first_team
8/17/2021 15:29:29	Piggy	HOU	OT	first_team
8/17/2021 15:29:29	Shy	HZS	DPS	first_team
8/17/2021 15:29:29	Kaan	PAR	FS	first_team
8/17/2021 15:31:27	Pelican	ATL	DPS	first_team
8/17/2021 15:31:27	Mmonk	CDH	FS	first_team
8/17/2021 15:31:27	Piggy	HOU	OT	first_team
8/17/2021 15:31:27	Shy	HZS	DPS	first_team
8/17/2021 15:31:27	Flora	NYXL	DPS	first_team
8/17/2021 15:31:27	Kaan	PAR	FS	first_team
8/17/2021 15:31:27	Ga9a	CDH	MT	second_team
8/17/2021 15:31:27	JJANGGU	HOU	MT	second_team
8/17/2021 15:31:27	Skewed	LAG	MS/FS	second_team
8/17/2021 15:31:27	Vestola	PAR	OT	second_team
8/17/2021 15:31:27	Dridro	PAR	MS	second_team
8/17/2021 15:31:27	Naga	PAR	DPS	second_team
8/17/2021 15:32:46	Pelican	ATL	DPS	first_team
8/17/2021 15:32:46	Mmonk	CDH	FS	first_team
8/17/2021 15:32:46	Ga9a	CDH	MT	first_team
8/17/2021 15:32:46	Nisha	CDH	MS	first_team
8/17/2021 15:32:46	Piggy	HOU	OT	first_team
8/17/2021 15:32:46	Shy	HZS	DPS	first_team
8/17/2021 15:32:46	Skewed	LAG	MS/FS	second_team
8/17/2021 15:32:46	Molf1g	LDN	OT	second_team
8/17/2021 15:32:46	Gwangboong	NYXL	DPS	second_team
8/17/2021 15:32:46	Kaan	PAR	FS	second_team
8/17/2021 15:32:46	Naga	PAR	DPS	second_team
8/17/2021 15:32:46	Mag	WAS	MT	second_team
8/17/2021 15:37:57	Pelican	ATL	DPS	first_team
8/17/2021 15:37:57	Ga9a	CDH	MT	first_team
8/17/2021 15:37:57	JJANGGU	HOU	MT	first_team
8/17/2021 15:37:57	Piggy	HOU	OT	first_team
8/17/2021 15:37:57	MuZe	LAG	MT	first_team
8/17/2021 15:37:57	Naga	PAR	DPS	first_team
8/17/2021 15:37:57	Mmonk	CDH	FS	second_team
8/17/2021 15:37:57	SparkR	LDN	DPS	second_team
8/17/2021 15:37:57	Gwangboong	NYXL	DPS	second_team
8/17/2021 15:37:57	Daan	PAR	MT	second_team
8/17/2021 15:37:57	Kaan	PAR	FS	second_team
8/17/2021 15:37:57	Na1st	TOR	DPS	second_team
8/17/2021 15:42:00	Pelican	ATL	DPS	first_team
8/17/2021 15:42:00	Mmonk	CDH	FS	first_team
8/17/2021 15:42:00	JJANGGU	HOU	MT	first_team
8/17/2021 15:42:00	Piggy	HOU	OT	first_team
8/17/2021 15:42:00	Shy	HZS	DPS	first_team
8/17/2021 15:42:00	Skewed	LAG	MS/FS	first_team
8/17/2021 15:42:00	Valentine	BOS	DPS	second_team
8/17/2021 15:42:00	Ga9a	CDH	MT	second_team
8/17/2021 15:42:00	Kaan	PAR	FS	second_team
8/17/2021 15:42:00	Vestola	PAR	OT	second_team
8/17/2021 15:42:00	Dridro	PAR	MS	second_team
8/17/2021 15:42:00	Aspire	TOR	DPS	second_team
8/17/2021 15:43:05	Pelican	ATL	DPS	first_team
8/17/2021 15:43:05	Faith	BOS	MS	first_team
8/17/2021 15:43:05	Skewed	LAG	MS/FS	first_team
8/17/2021 15:43:05	Kaan	PAR	FS	first_team
8/17/2021 15:43:05	Vestola	PAR	OT	first_team
8/17/2021 15:43:05	Naga	PAR	DPS	first_team
8/17/2021 15:43:05	Valentine	BOS	DPS	second_team
8/17/2021 15:43:05	Piggy	HOU	OT	second_team
8/17/2021 15:43:05	Daan	PAR	MT	second_team
8/17/2021 15:43:05	Dridro	PAR	MS	second_team
8/17/2021 15:43:05	Teru	VAN	DPS	second_team
8/17/2021 15:43:05	Mag	WAS	MT	second_team
8/17/2021 15:44:10	Ga9a	CDH	MT	first_team
8/17/2021 15:44:10	Nisha	CDH	MS	first_team
8/17/2021 15:44:10	Shy	HZS	DPS	first_team
8/17/2021 15:44:10	Flora	NYXL	DPS	first_team
8/17/2021 15:44:10	Kaan	PAR	FS	first_team
8/17/2021 15:44:10	Mag	WAS	MT	first_team
8/17/2021 15:44:10	Pelican	ATL	DPS	second_team
8/17/2021 15:44:10	Faith	BOS	MS	second_team
8/17/2021 15:44:10	Mmonk	CDH	FS	second_team
8/17/2021 15:44:10	JJANGGU	HOU	MT	second_team
8/17/2021 15:44:10	Piggy	HOU	OT	second_team
8/17/2021 15:44:10	Assassin	WAS	DPS	second_team
8/17/2021 15:46:01	Pelican	ATL	DPS	first_team
8/17/2021 15:46:01	Mmonk	CDH	FS	first_team
8/17/2021 15:46:01	Shy	HZS	DPS	first_team
8/17/2021 15:46:01	Skewed	LAG	MS/FS	first_team
8/17/2021 15:46:01	Flora	NYXL	DPS	first_team
8/17/2021 15:46:01	Kaan	PAR	FS	first_team
8/17/2021 15:46:01	Ga9a	CDH	MT	second_team
8/17/2021 15:46:01	Nisha	CDH	MS	second_team
8/17/2021 15:46:01	Piggy	HOU	OT	second_team
8/17/2021 15:46:01	Vestola	PAR	OT	second_team
8/17/2021 15:46:01	Naga	PAR	DPS	second_team
8/17/2021 15:46:01	Aspire	TOR	DPS	second_team
8/17/2021 15:46:01	Pelican	ATL	DPS	first_team
8/17/2021 15:46:01	Ga9a	CDH	MT	first_team
8/17/2021 15:46:01	Nisha	CDH	MS	first_team
8/17/2021 15:46:01	Piggy	HOU	OT	first_team
8/17/2021 15:46:01	Shy	HZS	DPS	first_team
8/17/2021 15:46:01	Skewed	LAG	MS/FS	first_team
8/17/2021 15:46:01	Faith	BOS	MS	second_team
8/17/2021 15:46:01	MuZe	LAG	MT	second_team
8/17/2021 15:46:01	Flora	NYXL	DPS	second_team
8/17/2021 15:46:01	Kaan	PAR	FS	second_team
8/17/2021 15:46:01	Vestola	PAR	OT	second_team
8/17/2021 15:46:01	Aspire	TOR	DPS	second_team
8/17/2021 15:46:50	Pelican	ATL	DPS	first_team
8/17/2021 15:46:50	Mmonk	CDH	FS	first_team
8/17/2021 15:46:50	Ga9a	CDH	MT	first_team
8/17/2021 15:46:50	Piggy	HOU	OT	first_team
8/17/2021 15:46:50	Shy	HZS	DPS	first_team
8/17/2021 15:46:50	Skewed	LAG	MS/FS	first_team
8/17/2021 15:46:50	Nisha	CDH	MS	second_team
8/17/2021 15:46:50	ChoiSehwan	GZC	DPS	second_team
8/17/2021 15:46:50	MuZe	LAG	MT	second_team
8/17/2021 15:46:50	Flora	NYXL	DPS	second_team
8/17/2021 15:46:50	Kaan	PAR	FS	second_team
8/17/2021 15:46:50	Vestola	PAR	OT	second_team
8/17/2021 15:50:12	Pelican	ATL	DPS	first_team
8/17/2021 15:50:12	Mmonk	CDH	FS	first_team
8/17/2021 15:50:12	Piggy	HOU	OT	first_team
8/17/2021 15:50:12	Shy	HZS	DPS	first_team
8/17/2021 15:50:12	Skewed	LAG	MS/FS	first_team
8/17/2021 15:50:12	Kaan	PAR	FS	first_team
8/17/2021 15:50:12	Ga9a	CDH	MT	second_team
8/17/2021 15:50:12	Nisha	CDH	MS	second_team
8/17/2021 15:50:12	JJANGGU	HOU	MT	second_team
8/17/2021 15:50:12	Daan	PAR	MT	second_team
8/17/2021 15:50:12	Naga	PAR	DPS	second_team
8/17/2021 15:50:12	Aspire	TOR	DPS	second_team
8/17/2021 15:53:44	Pelican	ATL	DPS	first_team
8/17/2021 15:53:44	Mmonk	CDH	FS	first_team
8/17/2021 15:53:44	Ga9a	CDH	MT	first_team
8/17/2021 15:53:44	Nisha	CDH	MS	first_team
8/17/2021 15:53:44	Piggy	HOU	OT	first_team
8/17/2021 15:53:44	Shy	HZS	DPS	first_team
8/17/2021 15:53:44	Faith	BOS	MS	second_team
8/17/2021 15:53:44	Skewed	LAG	MS/FS	second_team
8/17/2021 15:53:44	Flora	NYXL	DPS	second_team
8/17/2021 15:53:44	Vestola	PAR	OT	second_team
8/17/2021 15:53:44	Naga	PAR	DPS	second_team
8/17/2021 15:55:23	Pelican	ATL	DPS	first_team
8/17/2021 15:55:23	Mmonk	CDH	FS	first_team
8/17/2021 15:55:23	Nisha	CDH	MS	first_team
8/17/2021 15:55:23	JJANGGU	HOU	MT	first_team
8/17/2021 15:55:23	Piggy	HOU	OT	first_team
8/17/2021 15:55:23	Shy	HZS	DPS	first_team
8/17/2021 15:55:23	Gaebullssi	BOS	OT	second_team
8/17/2021 15:55:23	Faith	BOS	MS	second_team
8/17/2021 15:55:23	ChoiSehwan	GZC	DPS	second_team
8/17/2021 15:55:23	Flora	NYXL	DPS	second_team
8/17/2021 15:55:23	Kaan	PAR	FS	second_team
8/17/2021 15:55:23	Mag	WAS	MT	second_team
8/17/2021 15:55:43	Pelican	ATL	DPS	first_team
8/17/2021 15:55:43	Mmonk	CDH	FS	first_team
8/17/2021 15:55:43	Ga9a	CDH	MT	first_team
8/17/2021 15:55:43	Nisha	CDH	MS	first_team
8/17/2021 15:55:43	Piggy	HOU	OT	first_team
8/17/2021 15:55:43	Shy	HZS	DPS	first_team
8/17/2021 15:55:43	ChoiSehwan	GZC	DPS	second_team
8/17/2021 15:55:43	JJANGGU	HOU	MT	second_team
8/17/2021 15:55:43	Flora	NYXL	DPS	second_team
8/17/2021 15:55:43	Kaan	PAR	FS	second_team
8/17/2021 15:55:43	Vestola	PAR	OT	second_team
8/17/2021 15:55:43	Dridro	PAR	MS	second_team
8/17/2021 15:56:04	Pelican	ATL	DPS	first_team
8/17/2021 15:56:04	Ga9a	CDH	MT	first_team
8/17/2021 15:56:04	Nisha	CDH	MS	first_team
8/17/2021 15:56:04	Piggy	HOU	OT	first_team
8/17/2021 15:56:04	Shy	HZS	DPS	first_team
8/17/2021 15:56:04	Kaan	PAR	FS	first_team
8/17/2021 15:56:04	Mmonk	CDH	FS	second_team
8/17/2021 15:56:04	ChoiSehwan	GZC	DPS	second_team
8/17/2021 15:56:04	JJANGGU	HOU	MT	second_team
8/17/2021 15:56:04	Skewed	LAG	MS/FS	second_team
8/17/2021 15:56:04	Vestola	PAR	OT	second_team
8/17/2021 15:56:04	Aspire	TOR	DPS	second_team
8/17/2021 15:56:10	Pelican	ATL	DPS	first_team
8/17/2021 15:56:10	Mmonk	CDH	FS	first_team
8/17/2021 15:56:10	JJANGGU	HOU	MT	first_team
8/17/2021 15:56:10	Piggy	HOU	OT	first_team
8/17/2021 15:56:10	Shy	HZS	DPS	first_team
8/17/2021 15:56:10	Skewed	LAG	MS/FS	first_team
8/17/2021 15:56:10	Ga9a	CDH	MT	second_team
8/17/2021 15:56:10	Nisha	CDH	MS	second_team
8/17/2021 15:56:10	MuZe	LAG	MT	second_team
8/17/2021 15:56:10	Kaan	PAR	FS	second_team
8/17/2021 15:56:10	Naga	PAR	DPS	second_team
8/17/2021 15:56:10	Aspire	TOR	DPS	second_team
8/17/2021 15:56:53	Pelican	ATL	DPS	first_team
8/17/2021 15:56:53	Piggy	HOU	OT	first_team
8/17/2021 15:56:53	Kaan	PAR	FS	first_team
8/17/2021 15:56:53	Vestola	PAR	OT	first_team
8/17/2021 15:56:53	Dridro	PAR	MS	first_team
8/17/2021 15:56:53	Naga	PAR	DPS	first_team
8/17/2021 15:56:53	Ga9a	CDH	MT	second_team
8/17/2021 15:56:53	Nisha	CDH	MS	second_team
8/17/2021 15:56:53	Joobi	HOU	MS	second_team
8/17/2021 15:56:53	Shy	HZS	DPS	second_team
8/17/2021 15:56:53	Daan	PAR	MT	second_team
8/17/2021 15:56:53	Aspire	TOR	DPS	second_team
8/17/2021 15:58:13	Pelican	ATL	DPS	first_team
8/17/2021 15:58:13	Faith	BOS	MS	first_team
8/17/2021 15:58:13	Ga9a	CDH	MT	first_team
8/17/2021 15:58:13	Piggy	HOU	OT	first_team
8/17/2021 15:58:13	Shy	HZS	DPS	first_team
8/17/2021 15:58:13	Kaan	PAR	FS	first_team
8/17/2021 15:58:13	Valentine	BOS	DPS	second_team
8/17/2021 15:58:13	Joobi	HOU	MS	second_team
8/17/2021 15:58:13	Skewed	LAG	MS/FS	second_team
8/17/2021 15:58:13	MuZe	LAG	MT	second_team
8/17/2021 15:58:13	Flora	NYXL	DPS	second_team
8/17/2021 15:58:13	Vestola	PAR	OT	second_team
8/17/2021 15:58:18	Pelican	ATL	DPS	first_team
8/17/2021 15:58:18	Mmonk	CDH	FS	first_team
8/17/2021 15:58:18	Ga9a	CDH	MT	first_team
8/17/2021 15:58:18	Piggy	HOU	OT	first_team
8/17/2021 15:58:18	Shy	HZS	DPS	first_team
8/17/2021 15:58:18	Skewed	LAG	MS/FS	first_team
8/17/2021 15:58:18	Faith	BOS	MS	second_team
8/17/2021 15:58:18	MuZe	LAG	MT	second_team
8/17/2021 15:58:18	Flora	NYXL	DPS	second_team
8/17/2021 15:58:18	Kaan	PAR	FS	second_team
8/17/2021 15:58:18	Vestola	PAR	OT	second_team
8/17/2021 15:58:18	Aspire	TOR	DPS	second_team
8/17/2021 15:59:22	Pelican	ATL	DPS	first_team
8/17/2021 15:59:22	Mmonk	CDH	FS	first_team
8/17/2021 15:59:22	Piggy	HOU	OT	first_team
8/17/2021 15:59:22	Shy	HZS	DPS	first_team
8/17/2021 15:59:22	Flora	NYXL	DPS	first_team
8/17/2021 15:59:22	Kaan	PAR	FS	first_team
8/17/2021 16:01:56	Pelican	ATL	DPS	first_team
8/17/2021 16:01:56	Mmonk	CDH	FS	first_team
8/17/2021 16:01:56	Ga9a	CDH	MT	first_team
8/17/2021 16:01:56	Nisha	CDH	MS	first_team
8/17/2021 16:01:56	Piggy	HOU	OT	first_team
8/17/2021 16:01:56	Flora	NYXL	DPS	first_team
8/17/2021 16:01:56	Gaebullssi	BOS	OT	second_team
8/17/2021 16:01:56	Faith	BOS	MS	second_team
8/17/2021 16:01:56	Farway1987	CDH	FS	second_team
8/17/2021 16:01:56	ChoiSehwan	GZC	DPS	second_team
8/17/2021 16:01:56	Shy	HZS	DPS	second_team
8/17/2021 16:01:56	Mag	WAS	MT	second_team
8/17/2021 16:04:32	Pelican	ATL	DPS	first_team
8/17/2021 16:04:32	Mmonk	CDH	FS	first_team
8/17/2021 16:04:32	Ga9a	CDH	MT	first_team
8/17/2021 16:04:32	Nisha	CDH	MS	first_team
8/17/2021 16:04:32	Piggy	HOU	OT	first_team
8/17/2021 16:04:32	Shy	HZS	DPS	first_team
8/17/2021 16:04:32	JJANGGU	HOU	MT	second_team
8/17/2021 16:04:32	Skewed	LAG	MS/FS	second_team
8/17/2021 16:04:32	Gwangboong	NYXL	DPS	second_team
8/17/2021 16:04:32	Kaan	PAR	FS	second_team
8/17/2021 16:04:32	Vestola	PAR	OT	second_team
8/17/2021 16:04:32	Aspire	TOR	DPS	second_team
8/17/2021 16:06:14	Pelican	ATL	DPS	first_team
8/17/2021 16:06:14	Mmonk	CDH	FS	first_team
8/17/2021 16:06:14	Piggy	HOU	OT	first_team
8/17/2021 16:06:14	Shy	HZS	DPS	first_team
8/17/2021 16:06:14	Skewed	LAG	MS/FS	first_team
8/17/2021 16:06:14	MuZe	LAG	MT	first_team
8/17/2021 16:06:14	Ga9a	CDH	MT	second_team
8/17/2021 16:06:14	Nisha	CDH	MS	second_team
8/17/2021 16:06:14	ChoiSehwan	GZC	DPS	second_team
8/17/2021 16:06:14	Flora	NYXL	DPS	second_team
8/17/2021 16:06:14	Kaan	PAR	FS	second_team
8/17/2021 16:06:14	Vestola	PAR	OT	second_team
8/17/2021 16:08:14	Pelican	ATL	DPS	first_team
8/17/2021 16:08:14	Piggy	HOU	OT	first_team
8/17/2021 16:08:14	Shy	HZS	DPS	first_team
8/17/2021 16:08:14	Skewed	LAG	MS/FS	first_team
8/17/2021 16:08:14	Kaan	PAR	FS	first_team
8/17/2021 16:08:14	Aspire	TOR	DPS	first_team
8/17/2021 16:08:14	Ga9a	CDH	MT	second_team
8/17/2021 16:08:14	MuZe	LAG	MT	second_team
8/17/2021 16:08:14	Daan	PAR	MT	second_team
8/17/2021 16:08:14	Vestola	PAR	OT	second_team
8/17/2021 16:08:14	Naga	PAR	DPS	second_team
8/17/2021 16:08:14	Assassin	WAS	DPS	second_team
8/17/2021 16:10:34	Pelican	ATL	DPS	first_team
8/17/2021 16:10:34	Gaebullssi	BOS	OT	first_team
8/17/2021 16:10:34	Faith	BOS	MS	first_team
8/17/2021 16:10:34	Shy	HZS	DPS	first_team
8/17/2021 16:10:34	MuZe	LAG	MT	first_team
8/17/2021 16:10:34	Kaan	PAR	FS	first_team
8/17/2021 16:10:34	Valentine	BOS	DPS	second_team
8/17/2021 16:10:34	Mmonk	CDH	FS	second_team
8/17/2021 16:10:34	Ga9a	CDH	MT	second_team
8/17/2021 16:10:34	Nisha	CDH	MS	second_team
8/17/2021 16:10:34	Aspire	TOR	DPS	second_team
8/17/2021 16:12:09	Pelican	ATL	DPS	first_team
8/17/2021 16:12:09	Faith	BOS	MS	first_team
8/17/2021 16:12:09	Mmonk	CDH	FS	first_team
8/17/2021 16:12:09	Piggy	HOU	OT	first_team
8/17/2021 16:12:09	MuZe	LAG	MT	first_team
8/17/2021 16:12:09	Aspire	TOR	DPS	first_team
8/17/2021 16:12:09	Ga9a	CDH	MT	second_team
8/17/2021 16:12:09	Nisha	CDH	MS	second_team
8/17/2021 16:12:09	Flora	NYXL	DPS	second_team
8/17/2021 16:12:09	Kaan	PAR	FS	second_team
8/17/2021 16:12:09	Vestola	PAR	OT	second_team
8/17/2021 16:12:09	Naga	PAR	DPS	second_team
8/17/2021 16:14:19	Pelican	ATL	DPS	first_team
8/17/2021 16:14:19	Mmonk	CDH	FS	first_team
8/17/2021 16:14:19	Ga9a	CDH	MT	first_team
8/17/2021 16:14:19	Nisha	CDH	MS	first_team
8/17/2021 16:14:19	Piggy	HOU	OT	first_team
8/17/2021 16:14:19	Shy	HZS	DPS	first_team
8/17/2021 16:14:19	Faith	BOS	MS	second_team
8/17/2021 16:14:19	ChoiSehwan	GZC	DPS	second_team
8/17/2021 16:14:19	JJANGGU	HOU	MT	second_team
8/17/2021 16:14:19	Flora	NYXL	DPS	second_team
8/17/2021 16:14:19	Kaan	PAR	FS	second_team
8/17/2021 16:14:19	Vestola	PAR	OT	second_team
8/17/2021 16:14:54	Pelican	ATL	DPS	first_team
8/17/2021 16:14:54	Ga9a	CDH	MT	first_team
8/17/2021 16:14:54	Piggy	HOU	OT	first_team
8/17/2021 16:14:54	Flora	NYXL	DPS	first_team
8/17/2021 16:14:54	Kaan	PAR	FS	first_team
8/17/2021 16:14:54	Naga	PAR	DPS	first_team
8/17/2021 16:14:54	Mmonk	CDH	FS	second_team
8/17/2021 16:14:54	Jimmy	CDH	DPS	second_team
8/17/2021 16:14:54	Nisha	CDH	MS	second_team
8/17/2021 16:14:54	Farway1987	CDH	FS	second_team
8/17/2021 16:14:54	Daan	PAR	MT	second_team
8/17/2021 16:15:18	Pelican	ATL	DPS	first_team
8/17/2021 16:15:18	Mmonk	CDH	FS	first_team
8/17/2021 16:15:18	Ga9a	CDH	MT	first_team
8/17/2021 16:15:18	Nisha	CDH	MS	first_team
8/17/2021 16:15:18	Piggy	HOU	OT	first_team
8/17/2021 16:15:18	Shy	HZS	DPS	first_team
8/17/2021 16:15:18	Skewed	LAG	MS/FS	second_team
8/17/2021 16:15:18	MuZe	LAG	MT	second_team
8/17/2021 16:15:18	Flora	NYXL	DPS	second_team
8/17/2021 16:15:18	Kaan	PAR	FS	second_team
8/17/2021 16:15:18	Vestola	PAR	OT	second_team
